LAB SAMPLE ID,SITE,Core Depth,Ave Core depth (cm),HG SPIKE,TIME POINT,COLLECTION_DATE,SAMPLE TYPE,SAMPLING COMMENT,SAMPLING METHOD,FILTER,SAMPLE PRESERVATION,PARAMETER,ANALYSIS DATE,SOURCE FILE,VALUE,DL,DL Flag,UNITS,Dilution,Replicate,ID Recovery
CM15-1233,Jug Bay Marsh,12-16 cm,14,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Sr,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,0.06,0,,mg/g,10,digest dup,
CM15-1233,Jug Bay Marsh,12-16 cm,14,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Zn,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,0.17,0.03,,mg/g,10,,
CM15-1233,Jug Bay Marsh,12-16 cm,14,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Zn,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,0.16,0.02,,mg/g,10,digest dup,
CM15-1233,Jug Bay Marsh,12-16 cm,14,,,09/28/15,Soil,,Homogenized soil,none,,THg-bulk,11/18/15,20151118 FIAS CM15 CU13 soils.xlsx,111,2.7,,ng/gdw,10,,100%
CM15-1233,Jug Bay Marsh,12-16 cm,14,,,09/28/15,soil,,,,,wet bulk density,,Analytical Data/Weights/Weights 2015/[marsh survey weights.xlsx]DB,0.98,,,g/cc,,,
CM15-1234,Jug Bay Marsh,12-16 cm,14,,,09/28/15,soil,,,,,dry bulk density,,Analytical Data/Weights/Weights 2015/[marsh survey weights.xlsx]DB,0.22,,,g/cc,,,
CM15-1234,Jug Bay Marsh,12-16 cm,14,,,09/28/15,soil,,,,,gww/gdw,,Analytical Data/Weights/Weights 2015/[marsh survey weights.xlsx]DB,4.58,,,gww/gdw,,,
CM15-1234,Jug Bay Marsh,12-16 cm,14,,,09/28/15,Soil,"Homogenized, Freeze dried",No,,Freeze dried,k-dry bulk density,,S:\MicrobialEcology\Analytical  Data\Weights\Weights 2015\marsh survey weights.xlsx,0.2215,,,gdw/cc,,,
CM15-1234,Jug Bay Marsh,12-16 cm,14,,,09/28/15,Soil,,Homogenized soil,none,,LOI,11/02/15,S:\MicrobialEcology/Analytical  Data/Weights/Weights 2015/marsh survey weights.xlsx,27.9,,,%,,,
CM15-1234,Jug Bay Marsh,12-16 cm,14,,,09/28/15,Soil,,Homogenized soil,none,,MeHg-bulk,11/19/15,20151119 MERX  CM15 soils,0.278,0.01,,ng/gdw,,,82%
CM15-1234,Jug Bay Marsh,12-16 cm,14,,,09/28/15,Soil,,Homogenized soil,none,,MeHg-bulk,11/19/15,20151119 MERX  CM15 soils,0.242,0.011,,ng/gdw,,distillation duplicate,93%
CM15-1234,Jug Bay Marsh,12-16 cm,14,,,09/28/15,soil,,,,,porosity,,Analytical Data/Weights/Weights 2015/[marsh survey weights.xlsx]DB,0.79,,,ml/cc,,,
CM15-1234,Jug Bay Marsh,12-16 cm,14,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Al,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,53,0.03,,mg/g,10,,
CM15-1234,Jug Bay Marsh,12-16 cm,14,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Ba,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,0.363,0,,mg/g,10,,
CM15-1234,Jug Bay Marsh,12-16 cm,14,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Ca,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,4.6,0.02,,mg/g,10,,
CM15-1234,Jug Bay Marsh,12-16 cm,14,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Fe,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,25,0.02,,mg/g,10,,
CM15-1234,Jug Bay Marsh,12-16 cm,14,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-K,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,11,1.92,,mg/g,10,,
CM15-1234,Jug Bay Marsh,12-16 cm,14,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Mg,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,4.91,0.01,,mg/g,10,,
CM15-1234,Jug Bay Marsh,12-16 cm,14,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Mn,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,0.3,0,,mg/g,10,,
CM15-1234,Jug Bay Marsh,12-16 cm,14,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Na,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,1.64,0.07,,mg/g,10,,
CM15-1234,Jug Bay Marsh,12-16 cm,14,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-P,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,0.71,0.07,,mg/g,10,,
CM15-1234,Jug Bay Marsh,12-16 cm,14,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-S,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,4.34,0.31,,mg/g,10,,
CM15-1234,Jug Bay Marsh,12-16 cm,14,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Si,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,173,1.55,,mg/g,10,,
CM15-1234,Jug Bay Marsh,12-16 cm,14,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Sr,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,0.07,0,,mg/g,10,,
CM15-1234,Jug Bay Marsh,12-16 cm,14,,,09/28/15,Soil,,"MW HNO3, HCl & HF digestion",no filter,in digest acid,Solid-Zn,2/12/2018,C:\Users\sorena\Dropbox (Smithsonian)\Microbial Ecology\Analytical Data\ICPOES Metals\OES elemental analysis 2018\[2018_0212 CM15 soils.xlsx]DB,0.16,0.02,,mg/g,10,,
CM15-1234,Jug Bay Marsh,12-16 cm,14,,,09/28/15,Soil,,Homogenized soil,none,,THg-bulk,11/18/15,20151118 FIAS CM15 CU13 soils.xlsx,109,2.63,,ng/gdw,10,,97%
CM15-1234,Jug Bay Marsh,12-16 cm,14,,,09/28/15,soil,,,,,wet bulk density,,Analytical Data/Weights/Weights 2015/[marsh survey weights.xlsx]DB,1.02,,,g/cc,,,
CM15-1235,Jug Bay Marsh,0-4 cm,2,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-Me199Hg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.23,0,,ng/gdw,,,88.7%
CM15-1235,Jug Bay Marsh,0-4 cm,2,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-MeHg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.48,0.002,,ng/gdw,,,88.7%
CM15-1235,Jug Bay Marsh,0-4 cm,2,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.07,0.07,<,ng/gdw,,,96%
CM15-1235,Jug Bay Marsh,0-4 cm,2,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.2,0.12,,ng/gdw,,,96%
CM15-1235,Jug Bay Marsh,0-4 cm,2,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,77.2,2.29,,ng/gdw,,,96%
CM15-1236,Jug Bay Marsh,0-4 cm,2,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-Me199Hg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.19,0,,ng/gdw,,,83.5%
CM15-1236,Jug Bay Marsh,0-4 cm,2,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-MeHg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.39,0.002,,ng/gdw,,,83.5%
CM15-1236,Jug Bay Marsh,0-4 cm,2,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.06,0.06,<,ng/gdw,,,95%
CM15-1236,Jug Bay Marsh,0-4 cm,2,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0,0.11,<,ng/gdw,,,95%
CM15-1236,Jug Bay Marsh,0-4 cm,2,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,74.5,2.02,,ng/gdw,,,95%
CM15-1237,Jug Bay Marsh,0-4 cm,2,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-Me199Hg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.24,0,,ng/gdw,,,84.4%
CM15-1237,Jug Bay Marsh,0-4 cm,2,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-MeHg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.37,0.002,,ng/gdw,,,84.4%
CM15-1237,Jug Bay Marsh,0-4 cm,2,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.06,0.06,<,ng/gdw,,,92%
CM15-1237,Jug Bay Marsh,0-4 cm,2,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0,0.1,<,ng/gdw,,,92%
CM15-1237,Jug Bay Marsh,0-4 cm,2,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,72.2,1.78,,ng/gdw,,,92%
CM15-1238,Jug Bay Marsh,4-8 cm,6,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-Me199Hg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.14,0.001,,ng/gdw,,,66.9%
CM15-1238,Jug Bay Marsh,4-8 cm,6,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-MeHg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.3,0.003,,ng/gdw,,,66.9%
CM15-1238,Jug Bay Marsh,4-8 cm,6,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.06,0.06,<,ng/gdw,,,91%
CM15-1238,Jug Bay Marsh,4-8 cm,6,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.1,0.11,<,ng/gdw,,,91%
CM15-1238,Jug Bay Marsh,4-8 cm,6,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,67.3,1.92,,ng/gdw,,,91%
CM15-1239,Jug Bay Marsh,4-8 cm,6,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-Me199Hg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.29,0,,ng/gdw,,,81.6%
CM15-1239,Jug Bay Marsh,4-8 cm,6,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-MeHg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.34,0.002,,ng/gdw,,,81.6%
CM15-1239,Jug Bay Marsh,4-8 cm,6,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.07,0.06,,ng/gdw,,,90%
CM15-1239,Jug Bay Marsh,4-8 cm,6,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0,0.11,<,ng/gdw,,,90%
CM15-1239,Jug Bay Marsh,4-8 cm,6,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,93,1.89,,ng/gdw,,,90%
CM15-1240,Jug Bay Marsh,4-8 cm,6,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-Me199Hg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.15,0.001,,ng/gdw,,,59.1%
CM15-1240,Jug Bay Marsh,4-8 cm,6,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-MeHg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.35,0.003,,ng/gdw,,,59.1%
CM15-1240,Jug Bay Marsh,4-8 cm,6,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.06,0.06,<,ng/gdw,,,97%
CM15-1240,Jug Bay Marsh,4-8 cm,6,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0,0.1,<,ng/gdw,,,97%
CM15-1240,Jug Bay Marsh,4-8 cm,6,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,78.9,1.91,,ng/gdw,,,97%
CM15-1241,Jug Bay Marsh,8-12 cm,10,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-Me199Hg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.28,0.001,,ng/gdw,,,84.7%
CM15-1241,Jug Bay Marsh,8-12 cm,10,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-Me199Hg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.25,0,,ng/gdw,,distillation duplicate,90.0%
CM15-1241,Jug Bay Marsh,8-12 cm,10,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-MeHg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.34,0.003,,ng/gdw,,,84.7%
CM15-1241,Jug Bay Marsh,8-12 cm,10,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-MeHg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.27,0.002,,ng/gdw,,distillation duplicate,90.0%
CM15-1241,Jug Bay Marsh,8-12 cm,10,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.06,0.06,<,ng/gdw,,,92%
CM15-1241,Jug Bay Marsh,8-12 cm,10,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.06,0.05,,ng/gdw,,distillation duplicate,93%
CM15-1241,Jug Bay Marsh,8-12 cm,10,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.03,0.05,<,ng/gdw,,"distillation duplicate, analytical replicate",94%
CM15-1241,Jug Bay Marsh,8-12 cm,10,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.2,0.11,,ng/gdw,,,92%
CM15-1241,Jug Bay Marsh,8-12 cm,10,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.2,0.1,,ng/gdw,,distillation duplicate,93%
CM15-1241,Jug Bay Marsh,8-12 cm,10,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.2,0.09,,ng/gdw,,"distillation duplicate, analytical replicate",94%
CM15-1241,Jug Bay Marsh,8-12 cm,10,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,109,2.04,,ng/gdw,,,92%
CM15-1241,Jug Bay Marsh,8-12 cm,10,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,106,1.71,,ng/gdw,,distillation duplicate,93%
CM15-1241,Jug Bay Marsh,8-12 cm,10,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,106,1.71,,ng/gdw,,"distillation duplicate, analytical replicate",94%
CM15-1242,Jug Bay Marsh,8-12 cm,10,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-Me199Hg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.32,0,,ng/gdw,,,82.7%
CM15-1242,Jug Bay Marsh,8-12 cm,10,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-MeHg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.29,0.002,,ng/gdw,,,82.7%
CM15-1242,Jug Bay Marsh,8-12 cm,10,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.08,0.07,,ng/gdw,,,99%
CM15-1242,Jug Bay Marsh,8-12 cm,10,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0,0.12,<,ng/gdw,,,99%
CM15-1242,Jug Bay Marsh,8-12 cm,10,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,105,2.24,,ng/gdw,,,99%
CM15-1243,Jug Bay Marsh,8-12 cm,10,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-Me199Hg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.27,0,,ng/gdw,,,83.2%
CM15-1243,Jug Bay Marsh,8-12 cm,10,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-MeHg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.26,0.003,,ng/gdw,,,83.2%
CM15-1243,Jug Bay Marsh,8-12 cm,10,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.07,0.07,<,ng/gdw,,,96%
CM15-1243,Jug Bay Marsh,8-12 cm,10,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0,0.13,<,ng/gdw,,,96%
CM15-1243,Jug Bay Marsh,8-12 cm,10,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,111,2.38,,ng/gdw,,,96%
CM15-1244,Jug Bay Marsh,12-16 cm,14,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-Me199Hg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.21,0.001,,ng/gdw,,,57.7%
CM15-1244,Jug Bay Marsh,12-16 cm,14,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-MeHg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.23,0.003,,ng/gdw,,,57.7%
CM15-1244,Jug Bay Marsh,12-16 cm,14,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.07,0.07,<,ng/gdw,,,98%
CM15-1244,Jug Bay Marsh,12-16 cm,14,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.1,0.12,,ng/gdw,,,98%
CM15-1244,Jug Bay Marsh,12-16 cm,14,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,112,2.35,,ng/gdw,,,98%
CM15-1245,Jug Bay Marsh,12-16 cm,14,Me199Hg,,9/28/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-Me199Hg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.34,0.002,,ng/gdw,,,26.6%
